seq_num,time,det_value
1,2025-10-09 01:02:42.180073977,0.862910709536951
2,2025-10-09 01:02:42.308991909,1.0093005459596793
3,2025-10-09 01:02:42.434306145,1.0274041865158436
4,2025-10-09 01:02:42.557878971,1.125947989296429
5,2025-10-09 01:02:42.679672003,0.8268715137087107
6,2025-10-09 01:02:43.819676876,1.1279622988906421
7,2025-10-09 01:02:43.948503017,0.9520091537497263
8,2025-10-09 01:02:44.067642927,1.485507235104028
9,2025-10-09 01:02:44.190984964,0.9852376341105668
10,2025-10-09 01:02:44.312735081,1.0589929956895134
11,2025-10-09 01:02:45.452310085,0.6546176064135367
12,2025-10-09 01:02:45.584509850,1.1928964097058274
13,2025-10-09 01:02:45.709759951,0.9593847309701686
14,2025-10-09 01:02:45.832333088,1.1411558734346672
15,2025-10-09 01:02:45.958406925,0.6121537737506344
16,2025-10-09 01:02:47.116398096,0.9392373153749541
17,2025-10-09 01:02:47.242596149,1.0817877782855116
18,2025-10-09 01:02:47.369354963,0.9635025233049327
19,2025-10-09 01:02:47.495973825,1.219322002767929
20,2025-10-09 01:02:47.621403933,1.284651510916594
21,2025-10-09 01:02:48.766353846,1.061183865066581
22,2025-10-09 01:02:48.898049116,0.7975424891939059
23,2025-10-09 01:02:49.027564049,0.9556781501359215
24,2025-10-09 01:02:49.155946970,0.8972647943730853
25,2025-10-09 01:02:49.276569128,1.0385896361815048
26,2025-10-09 01:02:50.415768147,1.009697991917068
27,2025-10-09 01:02:50.546416044,0.9742573876494872
28,2025-10-09 01:02:50.673130989,0.9383196264473229
29,2025-10-09 01:02:50.796555042,1.0762652685495078
30,2025-10-09 01:02:50.918018103,0.8810711506088309
31,2025-10-09 01:02:52.060550928,1.1005903351453583
32,2025-10-09 01:02:52.189578056,0.798839475342658
33,2025-10-09 01:02:52.311857939,1.0894568203150732
34,2025-10-09 01:02:52.431468964,0.6076908600147715
35,2025-10-09 01:02:52.551931858,1.2647422225526053
36,2025-10-09 01:02:53.696604013,0.8701745021463639
37,2025-10-09 01:02:53.832111120,0.8784813904897111
38,2025-10-09 01:02:53.957880020,1.0774990677922542
39,2025-10-09 01:02:54.084568977,0.9844114919570158
40,2025-10-09 01:02:54.211066961,1.1107041592502525
41,2025-10-09 01:02:55.355169058,1.0108180424119446
42,2025-10-09 01:02:55.476493120,1.1954289162266418
43,2025-10-09 01:02:55.600775003,0.8595882546446343
44,2025-10-09 01:02:55.726567030,1.1237102786670004
45,2025-10-09 01:02:55.855098963,1.1383434403570523
46,2025-10-09 01:02:57.000187874,0.8730151193754192
47,2025-10-09 01:02:57.126201153,0.9827849002584211
48,2025-10-09 01:02:57.251192093,1.1348181708211387
49,2025-10-09 01:02:57.373402834,1.0022026775181572
50,2025-10-09 01:02:57.492165804,0.9248060520023522
